137733,595f813b935f6500211006b2,187,1358,brand
164559,595f813b935f6500211006b3,692,1823,brand
167902,595f813b935f6500211006b4,187,1358,brand
167903,595f813b935f6500211006b5,187,1358,brand
164560,595f813b935f6500211006b6,692,1823,brand
164561,595f813b935f6500211006b7,692,1823,brand
107213,59141fffb21a1d00824f5ee8,692,1823,brand
227074,595f813b935f6500211006b8,692,1823,brand
805326,595f813b935f6500211006b9,692,1823,brand
103059,595f813b935f6500211006ba,435,1589,brand
804458,595f813b935f6500211006bb,0,1193,brand
103517,595f813b935f6500211006bc,435,1589,brand
820874,595f813b935f6500211006bd,105,1285,brand
816769,595f813b935f6500211006be,106,1286,brand
810293,595f813b935f6500211006bf,651,1786,brand
804457,595f813b935f6500211006c0,0,1193,brand
60515,595f813b935f6500211006c1,692,1823,brand
137578,595f813b935f6500211006c2,106,1286,brand
107677,595f813b935f6500211006c3,609,1749,brand
212471,595f813b935f6500211006c4,144,1321,brand
212474,595f813b935f6500211006c5,144,1321,brand
212473,595f813b935f6500211006c6,144,1321,brand
212526,595f813b935f6500211006c7,144,1321,brand
212475,595f813b935f6500211006c8,144,1321,brand
212503,595f813b935f6500211006c9,144,1321,brand
212477,595f813b935f6500211006ca,144,1321,brand
212476,595f813b935f6500211006cb,144,1321,brand
807174,595f813b935f6500211006cc,144,1321,brand
807173,595f813b935f6500211006cd,144,1321,brand
816772,595f813b935f6500211006ce,971,1983,brand
816773,595f813b935f6500211006cf,971,1983,brand
816774,595f813b935f6500211006d0,971,1983,brand
816775,595f813b935f6500211006d1,971,1983,brand
819252,595f813b935f6500211006d2,0,1193,brand
802691,595f813c935f6500211006d3,187,1358,brand
718614,595f813c935f6500211006d4,0,1193,brand
803217,595f813c935f6500211006d5,0,1193,brand
193560,595f813c935f6500211006d6,924,1946,brand
193561,595f813c935f6500211006d7,924,1946,brand
808033,595f813c935f6500211006d8,0,1193,brand
808034,595f813c935f6500211006d9,0,1193,brand
226304,595f813c935f6500211006da,1194,2197,brand
150345,595f813c935f6500211006db,0,1193,brand
162038,595f813c935f6500211006dc,338,1499,brand
110649,595f813c935f6500211006dd,710,1840,brand
808308,595f813c935f6500211006de,338,1499,brand
107176,595f813c935f6500211006df,340,1501,brand
211380,595f813c935f6500211006e0,1018,2027,brand
82069,595f813c935f6500211006e1,1092,2099,brand
141722,595f813c935f6500211006e2,338,1499,brand
820070,595f813c935f6500211006e3,222,1392,brand
132409,595f813c935f6500211006e4,753,1882,brand
134114,595f813c935f6500211006e5,473,1625,brand
119757,595f813c935f6500211006e6,756,1885,brand
377507,595f813c935f6500211006e7,641,1778,brand
237494,595f813c935f6500211006e8,610,1750,brand
123287,595f813c935f6500211006e9,613,1753,brand
85358,595f813c935f6500211006ea,1106,2112,brand
100867,595f813c935f6500211006eb,491,1638,brand
129445,595f813c935f6500211006ec,491,1638,brand
950794,595f813c935f6500211006ed,587,1729,brand
263458,595f813c935f6500211006ee,155,1332,brand
327132,595f813c935f6500211006ef,586,1728,brand
810871,595f813c935f6500211006f0,1050,2058,brand
818145,595f813c935f6500211006f1,1050,2058,brand
103571,595f813c935f6500211006f2,1050,2058,brand
817679,595f813c935f6500211006f3,0,1193,brand
817678,595f813c935f6500211006f4,0,1193,brand
817675,595f813c935f6500211006f5,0,1193,brand
817677,595f813c935f6500211006f6,0,1193,brand
817674,595f813c935f6500211006f7,0,1193,brand
820861,595f813c935f6500211006f8,0,1193,brand
200606,595f813c935f6500211006f9,0,1193,brand
777580,595f813c935f6500211006fa,0,1193,brand
816945,595f813c935f6500211006fb,0,1193,brand
816946,595f813c935f6500211006fc,0,1193,brand
226869,595f813c935f6500211006fd,0,1193,brand
149524,595f813c935f6500211006fe,692,1823,brand
220247,595f813c935f6500211006ff,215,1386,brand
156414,595f813c935f650021100700,0,1193,brand
220635,595f813c935f650021100701,152,1329,brand
133007,595f813c935f650021100702,427,1581,brand
151931,595f813c935f650021100703,160,1335,brand
222436,595f813c935f650021100704,716,1846,brand
167430,595f813c935f650021100705,744,1874,brand
173978,595f813c935f650021100706,716,1846,brand
333715,595f813c935f650021100707,260,1427,brand
817722,595f813c935f650021100708,744,1874,brand
149949,595f813c935f650021100709,716,1846,brand
802119,595f813c935f65002110070a,505,1652,brand
193888,595f813c935f65002110070b,744,1874,brand
212649,595f813c935f65002110070c,160,1335,brand
220274,595f813c935f65002110070d,744,1874,brand
128839,595f813c935f65002110070e,976,1988,brand
167668,595f813c935f65002110070f,676,1807,brand
145360,595f813c935f650021100710,160,1335,brand
72943,595f813c935f650021100711,64,1249,brand
199804,595f813c935f650021100712,64,1249,brand
818994,595f813c935f650021100713,138,1315,brand
110626,595f813c935f650021100714,741,1871,brand
104878,595f813c935f650021100715,138,1315,brand
810275,595f813c935f650021100716,911,1933,brand
131990,595f813c935f650021100717,910,1932,brand
185636,595f813c935f650021100718,911,1933,brand
137283,595f813c935f650021100719,911,1933,brand
170547,595f813c935f65002110071a,462,1615,brand
217512,595f813c935f65002110071b,462,1615,brand
222644,595f813c935f65002110071c,415,1569,brand
126776,595f813c935f65002110071d,138,1315,brand
